prenom,n_f,n_m
JILLY,10,0
JILLYAN,0,5
JILYAN,0,15
JIM,55,2905
JIMENA,20,0
JIMES,0,35
JIMI,0,255
JIMIN,0,10
JIMMI,0,5
JIMMIE,0,5
JIMMY,0,36175
JIMMY-LEE,0,30
JIMY,0,485
JIN,10,110
JINA,90,0
JINAN,130,0
JINANE,905,0
JINDA,10,0
JINEN,145,0
JINENE,335,0
JINETTE,95,0
JING,10,0
JINNA,5,0
JINNY,5,0
JINO,0,45
JIOVANI,0,5
JIOVANNI,0,25
JIOVANNY,0,45
JIOVANY,0,50
JIRAYA,0,5
JIREH,0,10
JIREN,0,5
JIRO,0,10
JISLAINE,5,0
JISMY,0,75
JIULIA,95,0
JIVAN,0,135
JIVANA,5,0
JIWAN,0,5
JIYA,15,0
JIYAD,0,5
JIYAN,25,340
JIYED,0,5
JO,105,205
JO'ANNA,5,0
JO-ANN,20,0
JOA,75,120
JOAB,0,5
JOACHIM,160,14945
JOACHIME,80,0
JOACHIN,5,420
JOACHINE,70,0
JOACKIM,0,795
JOACKYM,0,10
JOACQUIM,0,5
JOAD,0,75
JOAH,0,105
JOAHN,0,25
JOAKIM,0,1675
JOAKIN,0,40
JOAKYM,0,40
JOALIE,5,0
JOALINE,70,0
JOALYNE,5,0
JOAM,0,25
JOAN,1135,7235
JOANA,4900,0
JOANE,810,50
JOANES,0,355
JOANI,0,95
JOANIC,0,5
JOANICE,5,0
JOANICK,0,25
JOANIE,405,0
JOANINHA,5,0
JOANIS,5,90
JOANITA,30,0
JOANITO,0,5
JOANN,25,635
JOANNA,8250,0
JOANNE,3420,45
JOANNES,0,6420
JOANNET,0,10
JOANNI,0,20
JOANNIC,0,25
JOANNICE,5,15
JOANNICK,10,80
JOANNIE,525,0
JOANNIN,0,15
JOANNIS,0,25
JOANNY,150,3180
JOANO,0,5
JOANY,80,210
JOAO,0,4175
JOAO-CARLOS,0,40
JOAO-FILIPE,0,15
JOAO-LUIS,0,5
JOAO-MANUEL,0,15
JOAO-MIGUEL,0,5
JOAO-PAULO,0,75
JOAO-PEDRO,0,5
JOAO-PIERRE,0,5
JOAQUIM,0,4700
JOAQUIN,0,1385
JOAQUINA,235,0
JOAQUINE,25,0
JOAS,0,160
JOASSINE,10,0
JOB,0,135
JOBERT,0,5
JOBY,0,40
JOCELAINE,10,0
JOCELIN,0,710
JOCELINE,1395,0
JOCELYN,20,12600
JOCELYNE,103455,15
JOCERAN,0,25
JOCERAND,0,5
JOCHEN,0,10
JOCIA,100,0
JOCLEYN,0,5
JOCONDE,20,0
JOCYA,325,0
JODDIE,20,0
JODDY,45,5
JODEL,0,5
JODELLE,5,0
JODI,5,5
JODIE,2020,0
JODY,645,265
JOE,270,2600
JOEE,55,0
JOEFFREY,0,185
JOEL,65,146895
JOEL-MARIE,0,5
JOELA,5,0
JOELANN,0,5
JOELE,1205,0
JOELIE,10,0
JOELINE,75,0
JOELLA,190,0
JOELLE,93740,0
JOELLE-MARIE,5,0
JOELLINE,60,0
JOELLY,20,0
JOELSON,0,5
JOELY,55,0
JOELYNE,10,0
JOEMY,0,30
JOEN,0,35
JOEVA,20,0
JOEVIN,0,310
JOEY,620,3470
JOFFRAY,0,220
JOFFRE,0,360
JOFFRET,0,10
JOFFRETTE,685,0
JOFFREY,0,7640
JOFFRIN,0,5
JOFFRINE,25,0
JOFFROY,0,25
JOFRETTE,15,0
JOFREY,0,70
JOHA,0,20
JOHAD,0,25
JOHAIN,0,5
JOHAINA,140,0
JOHAKIM,0,175
JOHALYNE,5,0
JOHAM,0,35
JOHAN,55,35465
JOHANA,3440,0
JOHANAN,0,5
JOHANE,630,165
JOHANEL,0,5
JOHANES,0,70
JOHANICK,0,5
JOHANIE,155,0
JOHANN,110,19415
JOHANNA,27640,0
JOHANNE,4950,335
JOHANNES,0,755
JOHANNICK,0,10
JOHANNIE,310,0
JOHANNY,95,375
JOHANO,0,5
JOHANY,30,200
JOHAO,0,15
JOHAR,30,0
JOHARA,170,0
JOHARY,0,50
JOHAYNA,120,0
JOHE,0,5
JOHEINA,50,0
JOHEL,0,85
JOHELLE,5,0
JOHEN,0,10
JOHEY,0,5
JOHEYNA,5,0
JOHLAN,0,15
JOHN,0,14540
JOHN-ALEXANDRE,0,5
JOHN-DAVID,0,15
JOHN-ERIC,0,5
JOHN-HENRI,0,5
JOHN-HENRY,0,5
JOHN-LEE,0,5
JOHN-MORGAN,0,10
JOHN-PAUL,0,20
JOHN-ROSS,0,50
JOHN-WILLIAM,0,5
JOHNA,0,15
JOHNAS,0,20
JOHNATAN,0,405
JOHNATHAN,0,235
JOHNATTAN,0,80
JOHNN,0,10
JOHNNATAN,0,5
JOHNNIE,0,15
JOHNNY,0,15375
JOHNS,0,10
JOHNSON,0,225
JOHNY,0,2195
JOHVANN,0,5
JOHVANNY,0,5
JOHVANY,0,5
JOIA,135,0
JOICE,5,0
JOILITA,20,0
JOKEBED,5,0
JOKIN,0,135
JOKTHAN,0,5
JOLAINE,10,0
JOLAN,0,2035
JOLANE,85,15
JOLANN,0,215
JOLANNE,20,0
JOLEEN,65,0
JOLENE,160,0
JOLHAN,0,95
JOLIA,5,0
JOLIAN,0,10
JOLIANA,5,0
JOLICIA,5,0
JOLIE,35,0
JOLIETTE,5,0
JOLINA,60,0
JOLINE,200,0
JOLYANE,5,0
JOLYNA,10,0
JOLYNE,90,0
JOMANA,225,0
JON,0,940
JONA,25,215
JONADAB,0,5
JONAEL,0,305
JONAELLE,5,0
JONAH,15,2080
JONAID,0,5
JONAN,0,5
JONAS,40,9985
JONASS,0,30
JONASZ,0,10
JONATAN,0,385
JONATHAN,5,105520
JONATHAN-KEVIN,0,5
JONATHANE,0,210
JONATHANN,0,225
JONAYD,0,5
JONAZ,0,5
JONE,90,0
JONES,0,20
JONEYD,0,5
JONHATAN,0,30
JONHY,0,45
JONI,0,10
JONN,0,5
JONNATHAN,0,85
JONNHY,0,150
JONNY,0,325
JONY,0,85
JOOD,15,35
JOON,5,10
JOONE,5,0
JORA,5,5
JORAH,0,30
JORAM,0,40
JORAN,0,710
JORANE,120,0
JORANN,0,50
JORD,0,20
JORDAN,90,55490
JORDANA,230,0
JORDANE,1825,2885
JORDANN,5,275
JORDANNA,15,0
JORDANNE,95,15
JORDANS,0,5
JORDANY,0,20
JORDDY,0,5
JORDEN,0,5
JORDHAN,0,75
JORDI,0,1455
JORDIE,0,5
JORDINE,5,0
JORDINIO,0,5
JORDY,5,3290
JOREL,0,180
JOREN,0,5
JORG,0,5
JORGAN,0,5
JORGE,0,2615
JORGE-FILIPE,0,5
JORGE-MANUEL,0,20
JORGEN,0,30
JORGETE,5,0
JORGIA,5,0
JORGINHO,0,5
JORHAN,0,10
JORI,0,5
JORIAN,0,150
JORIC,0,45
JORICE,0,15
JORICK,0,315
JORIK,0,15
JORIS,0,16395
JORJA,5,0
JORJE,0,80
JORLAN,0,10
JORMA,0,5
JORN,0,5
JORRIS,0,185
JORRY,0,30
JORRYS,0,20
JORY,35,150
JORYAN,0,30
JORYCE,0,5
JORYS,0,850
JOS,0,65
JOSANE,15,0
JOSANNE,25,0
JOSAPHA,5,0
JOSAPHAT,0,25
JOSCELIN,0,15
JOSCELINE,140,0
JOSCELYN,0,20
JOSCELYNE,275,0
JOSCHKA,0,5
JOSCHUA,0,25
JOSE,1580,57655
JOSE-ANGEL,0,5
JOSE-ANTOINE,0,15
JOSE-ANTONIO,0,285
JOSE-CARLOS,0,175
JOSE-EMMANUEL,0,10
JOSE-FERNANDO,0,10
JOSE-FRANCISCO,0,5
JOSE-LOUIS,0,100
JOSE-LUIS,0,495
JOSE-LUIZ,0,5
JOSE-MANUEL,0,610
JOSE-MARIA,10,310
JOSE-MARIE,15,215
JOSE-MICHEL,0,5
JOSE-MIGUEL,0,60
JOSE-PAULO,0,10
JOSE-PHILIPPE,0,5
JOSE-PIERRE,0,10
JOSEANE,25,0
JOSEBA,0,15
JOSEE,3205,5
JOSEF,0,365
JOSEFA,1220,0
JOSEFINA,150,0
JOSEFINE,10,0
JOSELAINE,10,0
JOSELENE,5,0
JOSELIANE,5,0
JOSELIN,0,5
JOSELINE,2710,0
JOSELITA,185,0
JOSELITO,0,940
JOSELLE,45,0
JOSELY,5,0
JOSELYNE,3535,0
JOSEP,0,5
JOSEPH,450,380150
JOSEPH-ANDRE,0,5
JOSEPH-ANTOINE,0,75
JOSEPH-EMMANUEL,0,5
JOSEPH-MARIE,0,165
JOSEPHA,2635,50
JOSEPHANE,5,0
JOSEPHAT,0,35
JOSEPHE,4060,15
JOSEPHIN,0,90
JOSEPHINA,100,0
JOSEPHINE,99575,0
JOSEPHTE,280,0
JOSEPPINA,5,0
JOSET,0,5
JOSETE,125,0
JOSETTE,154035,0
JOSH,0,605
JOSHAI,0,5
JOSHUA,25,12120
JOSHUAH,0,10
JOSHUAN,0,5
JOSHUE,0,20
JOSIA,70,0
JOSIAH,0,50
JOSIAN,0,1510
JOSIANA,35,0
JOSIANE,123055,0
JOSIANNE,4235,0
JOSIAS,0,400
JOSIC,0,10
JOSICK,0,10
JOSIE,850,0
JOSINE,205,0
JOSIP,0,20
JOSITA,5,0
JOSLIN,0,35
JOSLINE,20,0
JOSLYN,0,5
JOSLYNE,10,0
JOSQUIN,0,145
JOSS,0,425
JOSSE,0,460
JOSSELAIN,0,5
JOSSELIN,0,5635
JOSSELINE,4320,0
JOSSELYN,0,335
JOSSELYNE,2235,0
JOSSERAN,0,5
JOSSERAND,0,50
JOSSETTE,10,0
JOSSIA,65,0
JOSSIANE,20,0
JOSSUA,0,335
JOSSUAH,0,20
JOSSUAN,0,5
JOSSUHA,0,5
JOSUA,10,485
JOSUAH,0,160
JOSUAN,0,5
JOSUE,0,4515
JOSUHA,0,85
JOSY,830,160
JOSYA,10,0
JOSYAN,0,5
JOSYANE,2880,0
JOSYANNE,95,0
JOSYNE,10,0
JOTHAM,0,15
JOUAN,0,25
JOUANNA,5,0
JOUAYRIA,15,0
JOUBERT,0,25
JOUD,450,1735
JOUDA,10,0
JOUDE,220,75
JOUDI,45,5
JOUDIA,845,0
JOUDY,90,5
JOUDYA,90,0
JOUHAINA,150,0
JOUHAYNA,200,0
JOUHEINA,5,0
JOUHEYNA,45,0
JOULAYBIB,0,30
JOULEYBIB,0,5
JOULIA,475,0
JOULIAN,0,105
JOULIANA,45,0
JOULIANE,0,10
JOULIANN,0,30
JOULYA,65,0
JOULYAN,0,35
JOULYANA,10,0
JOUMAINA,10,0
JOUMANA,845,0
JOUMAYNA,45,0
JOUMEINA,35,0
JOUMEYNA,15,0
JOUNAID,0,125
JOUNAIDI,0,15
JOUNAYD,0,420
JOUNEID,0,35
JOUNEYD,0,225
JOURDAIN,0,5
JOURDAN,0,30
JOURI,275,0
JOURIE,5,0
JOURY,285,0
JOUWAIRIYA,10,0
JOUWAIRYA,5,0
JOUWAYRIA,90,0
JOUWAYRIYA,120,0
JOVAN,0,505
JOVANA,205,0
JOVANE,0,10
JOVANI,0,160
JOVANIE,0,5
JOVANKA,5,0
JOVANN,0,20
JOVANNA,30,0
JOVANNI,0,90
JOVANNY,0,250
JOVANY,0,450
JOVENS,0,5
JOVICA,0,20
JOVITA,5,0
JOWAN,0,25
JOWAYRIYA,5,0
JOWELL,0,5
JOWEN,0,5
JOY,9545,460
JOYA,225,0
JOYCE,4845,585
JOYE,350,0
JOYEE,5,0
JOYLITA,5,0
JOYS,30,45
JOZE,0,10
JOZEF,0,135
JOZEFA,35,0
JOZETTE,35,0
JOZIANE,10,0
JOZUA,0,10
JR,0,5
JUAN,0,9405
JUAN-ANTONIO,0,115
JUAN-CARLO,0,5
JUAN-CARLOS,0,310
JUAN-DIEGO,0,10
JUAN-FRANCISCO,0,45
JUAN-JOSE,0,115
JUAN-LUIS,0,45
JUAN-MANUEL,0,115
JUAN-MIGUEL,0,50
JUAN-PABLO,0,10
JUAN-PAOLO,0,5
JUAN-PEDRO,0,35
JUAN-SEBASTIAN,0,5
JUANA,1030,0
JUANA-MARIA,10,0
JUANES,0,5
JUANITA,1025,0
JUANITO,0,570
JUANN,0,5
JUANNA,15,0
JUANY,0,10
JUAQUIN,0,20
JUAQUINA,5,0
JUBA,0,480
JUBIA,5,0
JUD,5,15
JUDD,5,10
JUDE,355,2210
JUDELINE,5,0
JUDENS,0,5
JUDES,0,455
JUDESON,0,5
JUDETTE,5,0
JUDEX,0,200
JUDI,10,0
JUDIA,35,0
JUDICAEL,115,2770
JUDICAELE,15,0
JUDICAELLE,575,0
JUDICKAEL,0,190
JUDICKAELLE,5,0
JUDIE,210,0
JUDIKAEL,5,440
JUDIKAELLE,45,0
JUDITE,125,0
JUDITH,13875,0
JUDITHE,15,0
JUDY,530,0
JUDYA,5,0
JUDYCAEL,0,5
JUDYKAEL,0,10
JUDYKAELLE,5,0
JUDYTH,25,0
JUGE,0,5
JUGOSLAV,0,5
JUGURTA,0,25
JUGURTHA,0,255
JUHANI,0,5
JUHAYNA,35,0
JUILLET,0,5
JUILLETTE,25,0
JUL,0,100
JULAIBIB,0,5
JULAYBIB,0,80
JULE,0,600
JULEMA,5,0
JULEN,0,680
JULES,125,175905
JULES-ADRIEN,0,5
JULES-ALEXANDRE,0,10
JULES-ANTOINE,0,30
JULES-ARTHUR,0,10
JULES-ERIC,0,5
JULES-HENRI,0,10
JULES-YANN,0,5
JULETTE,10,0
JULHIAN,0,5
JULI,5,0
JULIA,82570,5
JULIA-MARIE,5,0
JULIA-ROSE,15,0
JULIAN,10,19190
JULIANA,5460,0
JULIANE,3240,35
JULIANIE,10,0
JULIANN,10,2015
JULIANNA,1070,0
JULIANNE,1680,0
JULIANNO,0,5
JULIANO,0,815
JULICIA,50,0
JULICIEN,0,10
JULIDE,160,0
JULIE,215445,50
JULIE-ANN,5,0
JULIE-ANNA,10,0
JULIE-ANNE,465,0
JULIE-CHARLOTTE,35,0
JULIE-MARIE,55,0
JULIE-ROSE,25,0
JULIEN,35,345165
JULIEN-ALEXANDRE,0,5
JULIEN-PIERRE,0,40
JULIENNA,40,0
JULIENNE,30020,5
JULIET,335,0
JULIETA,145,0
JULIETTA,190,0
JULIETTE,175220,5
JULIJA,5,0
JULINA,195,0
JULINE,4095,0
JULINNE,5,0
JULIO,0,2530
JULISSA,10,0
JULITA,15,0
JULITE,5,0
JULITTE,30,0
JULIUS,0,625
JULLIA,60,0
JULLIAN,0,585
JULLIANA,10,0
JULLIANN,0,5
JULLIE,5,0
JULLIEN,0,165
JULLIENNE,5,0
JULLIETTE,35,0
JULLY,20,0
JULLYA,15,0
JULLYAN,0,35
JULO,0,115
JULOT,0,235
JULUAN,0,90
JULY,825,0
JULYA,775,0
JULYAN,0,1055
JULYANA,195,0
JULYANE,20,0
JULYANN,0,360
JULYANNA,65,0
JULYANNE,5,0
JULYANO,0,35
JULYE,5,0
JULYEN,0,10
JULYNA,10,0
JULYNE,170,0
JULYO,0,40
JUMANA,90,0
JUMANAH,10,0
JUMEYNA,5,0
JUN,90,310
JUNA,195,0
JUNAID,0,115
JUNAN,0,5
JUNAYD,0,895
JUNE,3435,65
JUNEYD,0,75
JUNIA,30,0
JUNIE,135,0
JUNIEN,0,65
JUNINHO,0,5
JUNIOR,0,1800
JUNKO,5,0
JUNO,210,65
JUNON,210,0
JUNOT,0,25
JUPITER,5,0
JUREK,0,15
JURGEN,0,335
JURIEN,0,10
JURY,5,0
JUSLAINE,5,0
JUSRA,5,0
JUSSELAINE,5,0
JUST,0,735
JUSTA,25,0
JUSTE,75,685
JUSTIANA,5,0
JUSTICE,5,20
JUSTIN,20,22435
JUSTINA,455,0
JUSTINE,94910,0
JUSTINIEN,0,270
JUSTINO,0,35
JUSTO,0,80
JUSTYN,0,20
JUSTYNE,80,0
JUSUF,0,35
JUTTA,35,0
JUVENAL,0,115
JUVENS,0,5
JUVENSON,0,5
JUWAYRIA,40,0
JUWAYRIYA,150,0
JUZEFA,5,0
JYAN,0,5
JYBRIL,0,10
JYHANE,30,0
JYLIAN,0,10
JYM,0,5
JYMMY,0,5
JYNA,5,0
JYOTI,5,0
KA,45,20
KA-HONI,10,0
KAAIS,0,10
KAAMILA,10,0
KAAN,0,1535
KAAVIYA,5,0
KABA,75,150
KABEER,0,5
KABIL,0,5
KABILAN,0,10
KABIR,0,45
KABISHA,5,0
KABLAN,0,5
KACEM,0,570
KACENDRA,10,0
KACEY,50,0
KACI,0,365
KACIA,10,0
KACIDY,5,0
KACIE,100,0
KACILIA,10,0
KACIM,0,260
KACPER,0,165
KACY,290,5
KACYM,0,15
KADA,0,225
KADAFI,0,25
KADAR,0,5
KADDA,0,75
KADDER,0,20
KADDOUR,0,355
KADE,20,0
KADEEN,0,15
KADEL,0,15
KADEM,0,15
KADER,115,1730
KADHY,5,0
KADI,160,0
KADIA,355,0
KADIALY,0,15
KADIATA,155,0
KADIATOU,2155,0
KADIATU,5,0
KADIDIA,515,0
KADIDIATA,15,0
KADIDIATOU,805,0
KADIDJA,770,0
KADIDJATOU,170,0
KADIJA,1070,0
KADIJAH,30,0
KADIJATOU,100,0
KADIM,0,10
KADIR,0,1025
KADIZA,20,0
KADJA,10,0
KADJATOU,30,0
KADOUJA,5,0
KADOUR,0,200
KADRA,140,0
KADRI,0,5
KADRIA,5,0
KADRIYE,25,0
KADY,520,0
KADYA,5,0
KADYDJA,5,0
KAEDEN,0,100
KAEL,0,1225
KAELA,185,0
KAELAN,5,465
KAELANN,0,70
KAELEN,0,5
KAELIA,140,0
KAELIE,75,0
KAELIG,80,535
KAELINE,40,0
KAELIS,0,5
KAELLA,65,0
KAELLAN,0,5
KAELLE,30,0
KAELLY,85,0
KAELLYA,5,0
KAELLYS,10,0
KAELY,310,0
KAELYA,250,0
KAELYAH,15,0
KAELYN,90,0
KAELYNE,150,0
KAELYNN,45,0
KAELYO,0,5
KAELYS,560,10
KAELYSS,55,0
KAENA,355,0
KAENY,0,5
KAERON,0,15
KAESSY,40,0
KAFIA,5,0
KAFIL,0,5
KAFOUNE,10,0
KAGAN,0,15
KAGNE,10,0
KAGNY,60,0
KAHAIA,20,0
KAHAN,0,30
KAHANUI,0,15
KAHEEL,0,10
KAHEL,0,30
KAHELYA,5,0
KAHENA,140,0
KAHIL,0,1860
KAHILA,180,0
KAHILI,20,0
KAHILL,0,10
KAHILY,5,0
KAHIM,0,30
KAHIN,0,15
KAHINA,4230,0
KAHIS,0,150
KAHLAN,70,0
KAHLEL,0,5
KAHLIL,0,5
KAHMEL,0,5
KAHONI,0,20
KAHYL,0,545
KAHYLA,90,0
KAHYM,0,10
KAHYNA,440,0
KAHYS,0,335
KAHYSS,0,40
KAI,5,385
KAI-LAN,5,0
KAIA,140,0
KAIANA,10,0
KAICHA,30,0
KAICY,160,0
KAIDAN,0,5
KAIDEEN,0,5
KAIDEN,0,425
KAIDENN,0,20
KAIDO,0,5
KAIDON,0,5
KAIET,0,15
KAIHAN,0,15
KAIIS,0,20
KAIL,0,305
KAILA,1065,0
KAILAH,15,0
KAILAN,0,185
KAILANE,10,30
KAILANI,35,0
KAILANN,0,35
KAILANY,10,0
KAILEE,40,0
KAILEEN,5,0
KAILEENA,5,0
KAILEY,15,25
KAILI,40,0
KAILIE,55,0
KAILINE,25,0
KAILLA,30,0
KAILLAN,0,5
KAILLY,105,0
KAILLYA,5,0
KAILO,0,5
KAILY,615,0
KAILYA,125,0
KAILYAH,15,0
KAILYAN,0,5
KAILYANA,5,0
KAILYE,40,0
KAILYN,25,0
KAILYNA,10,0
KAILYNE,70,0
KAILYNN,10,0
KAILYS,235,20
KAILYSS,35,0
KAIM,0,285
KAIMA,15,0
KAIMANA,0,5
KAIMY,5,0
KAIN,0,60
KAINA,2635,0
KAINAH,15,0
KAINAN,0,35
KAINAT,15,0
KAINOA,0,15
KAINUI,0,5
KAINY,0,15
KAIRA,150,0
KAIRI,10,0
KAIRO,0,10
KAIRON,0,155
KAIRONN,0,15
KAIROS,0,35
KAIRYS,0,5
KAIS,35,21780
KAISA,5,0
KAISER,0,20
KAISHA,15,0
KAISON,0,5
KAISS,0,1550
KAISSA,305,0
KAISSAM,0,10
KAISSAN,0,35
KAISSANE,0,55
KAISSE,0,65
KAISSIA,5,0
KAISSY,550,5
KAISSYA,20,0
KAISY,20,0
KAITHLEEN,55,0
KAITHLYN,10,0
KAITLEEN,40,0
KAITLIN,40,0
KAITLINE,55,0
KAITLYN,175,0
KAITLYNE,60,0
KAITO,0,150
KAIWAN,0,5
KAIWEN,0,5
KAIYS,0,35
KAIYSSAN,0,5
KAIZA,5,0
KAIZEN,0,30
KAJA,5,0
KAJAN,0,10
KAJANAN,0,10
KAL,0,5
KAL-EL,0,45
KALA,5,0
KALAB,0,5
KALAHAN,0,10
KALAN,0,45
KALANE,10,0
KALANI,0,55
KALASSOUMI,5,0
KALATHOUMI,5,0
KALDEN,0,25
KALEA,70,0
KALEB,0,150
KALED,0,510
KALEE,10,0
KALEEM,0,5
KALEEN,5,0
KALEESY,5,0
KALEL,0,180
KALEM,0,15
KALEN,0,165
KALENA,15,0
KALENN,0,10
KALENZO,0,5
KALEO,0,20
KALESSY,5,0
KALEY,5,0
KALEYA,5,0
KALHAN,0,5
KALHEL,0,5
KALI,895,95
KALIA,230,0
KALIAH,5,0
KALIANA,120,0
KALIANE,5,0
KALIANY,10,0
KALICE,5,0
KALICHA,5,0
KALICIA,40,0
KALICY,10,0
KALID,0,255
KALIDA,40,0
KALIDE,0,20
KALIDIATOU,10,0
KALIDOU,0,285
KALIE,775,0
KALIFA,0,265
KALIL,0,410
KALILA,35,0
KALILOU,0,300
KALIM,0,190
KALIMA,55,0
KALINA,250,0
KALINDA,60,0
KALINE,25,0
KALINKA,160,0
KALIPHA,0,5
KALIS,0,150
KALISS,0,10
KALISSA,270,0
KALISSE,5,0
KALISSI,5,0
KALISSIA,15,0
KALISSY,60,0
KALISTA,260,0
KALIYA,25,0
KALIYAH,20,0
KALIYAN,5,0
KALLEL,0,5
KALLEN,0,50
KALLIA,15,0
KALLIAS,0,5
KALLIE,60,0
KALLIOPE,20,0
KALLISTA,50,0
KALLISTE,80,0
KALLY,300,0
KALLYA,10,0
KALMAN,0,5
KALON,0,5
KALOU,0,15
KALOYAN,0,10
KALSOUM,10,0
KALTHOUM,120,0
KALTOUM,235,0
KALTOUMA,5,0
KALTOUME,15,0
KALTRINA,5,0
KALVEEN,0,5
KALVIN,0,1765
KALVINA,5,0
KALVINE,5,5
KALVYN,0,505
KALVYNN,0,25
KALY,740,55
KALYA,385,0
KALYAH,30,0
KALYAN,0,160
KALYANA,150,0
KALYANI,120,0
KALYANNA,25,0
KALYCE,10,0
KALYCIA,100,0
KALYCIE,5,0
KALYE,40,0
KALYL,0,30
KALYM,0,10
KALYNA,65,0
KALYNKA,10,0
KALYPSO,55,0
KALYS,75,205
KALYSS,5,15
KALYSSA,350,0
KALYSSE,10,0
KALYSSIA,90,0
KALYSTA,275,0
KAMA,210,10
KAMAEL,0,10
KAMAL,0,2975
KAMALA,25,0
KAMALE,0,40
KAMAR,215,20
KAMARDINE,0,65
KAMARIA,70,0
KAMEA,5,0
KAMEL,0,13995
KAMELA,40,0
KAMELIA,3610,0
KAMELLIA,55,0
KAMELLYA,5,0
KAMELYA,775,0
KAMENI,5,0
KAMERON,10,1245
KAMERONE,10,20
KAMERONN,0,55
KAMI,10,40
KAMIE,10,0
KAMIL,0,5780
KAMILA,3360,0
KAMILAH,60,0
KAMILE,0,10
KAMILIA,1585,0
KAMILL,0,5
KAMILLA,210,0
KAMILLE,310,100
KAMILLIA,75,0
KAMILLYA,20,0
KAMILYA,545,0
KAMIR,10,0
KAMIS,0,15
KAMISSA,185,0
KAMIYA,10,0
KAMLA,55,0
KAMLATI,10,0
KAMMEL,0,5
KAMO,0,5
KAMRAN,0,90
KAMRON,0,455
KAMRONE,0,10
KAMRONN,0,50
KAMURAN,0,5
KAMY,20,25
KAMYL,0,355
KAMYLA,200,0
KAMYLAH,5,0
KAMYLIA,115,0
KAMYLLA,5,0
KAMYLLE,15,10
KANA,5,0
KANAAN,0,10
KANAN,0,20
KANCOU,5,0
KANDA,0,5
KANDE,120,110
KANDET,0,5
KANDIA,145,0
KANDICE,85,0
KANDIOURA,0,50
KANDJA,5,0
KANDJI,60,0
KANDJOURA,0,140
KANDY,55,0
KANDYCE,50,0
KANDYS,15,0
KANE,0,25
KANEL,95,0
KANELLE,165,0
KANESSA,5,0
KANEZA,5,0
KANI,290,45
KANIKA,10,0
KANIO,5,0
KANISHA,5,0
KANISHKA,5,0
KANISKA,5,0
KANITA,10,0
KANITHA,5,0
KANIZA,45,0
KANJOURA,0,5
KANKOU,145,0
KANKU,5,0
KANNA,10,0
KANNY,40,0
KANOA,0,5
KANOU,5,0
KANTHIO,5,0
KANTIN,0,110
KANTO,60,5
KANVAL,5,0
KANWAL,15,0
KANY,370,25
KANYA,20,0
KANYE,0,45
KANZA,215,0
KAO,10,20
KAOLA,5,0
KAOLAN,0,10
KAON,0,50
KAONA,5,0
KAORI,95,10
KAOTAR,75,0
KAOULA,40,0
KAOURA,5,0
KAOURANTIN,0,5
KAOUROU,0,50
KAOUSSOU,0,10
KAOUTAR,1140,0
KAOUTARE,75,0
KAOUTER,10,0
KAOUTHAR,405,0
KAOUTHARA,15,0
KAOUTHER,75,0
KAPILAN,0,5
KAPUCINE,30,0
KARA,660,5
KARAM,0,555
KARAMA,5,0
KARAMADY,0,10
KARAMBA,0,770
KARAMO,0,20
KARAMOKHO,0,5
KARAMOKO,0,230
KARAN,0,180
KARANMADY,0,5
KARAS,0,50
KARDELEN,145,0
KARDIATA,5,0
KARDIATOU,300,0
KAREEM,0,30
KAREEN,330,0
KAREENA,5,0
KAREL,210,835
KARELE,10,0
KARELL,275,5
KARELLE,1190,0
KAREM,5,40
KAREMA,40,0
KAREN,13910,30
KARENE,1055,0
KARENN,40,0
KARENNE,35,0
KARIA,5,0
KARIDIA,10,0
KARIDIATOU,10,0
KARIDJA,95,0
KARIDJATOU,35,0
KARIFA,0,10
KARIKALAN,0,5
KARIL,0,10
KARIM,5,39285
KARIMA,11480,0
KARIMATA,5,0
KARIMATOU,5,0
KARIME,5,300
KARIN,2035,10
KARINA,2510,0
KARINE,121120,0
KARINN,20,0
KARINNE,910,0
KARIS,0,15
KARISH,0,20
KARISHMA,30,0
KARISMA,5,0
KARISSA,5,0
KARL,0,10670
KARL-EMMANUEL,0,5
KARL-STEPHANE,0,5
KARLA,1350,0
KARLANE,10,0
KARLAY,0,5
KARLENE,5,0
KARLHEINZ,0,15
KARLIE,25,0
KARLINA,5,0
KARLINE,175,0
KARLO,0,5
KARLY,55,0
KARLYN,5,0
KARLYNE,40,0
KARMA,35,10
KARMEN,55,0
KARMINA,5,0
KAROL,95,315
KAROLAN,5,0
KAROLANE,165,0
KAROLANN,5,0
KAROLANNE,10,0
KAROLE,170,0
KAROLINA,335,0
KAROLINE,155,0
KAROLL,20,0
KAROLY,0,5
KAROLYN,10,0
KAROLYNE,25,0
KARRA,5,0
KARRINE,5,0
KARSTEN,0,20
KARTER,0,15
KARTHIK,0,10
KARTHIKA,5,0
KARTOUM,30,0
KARYL,0,30
KARYLE,5,0
KARYM,0,60
KARYN,190,0
KARYNA,10,0
KARYNE,270,0
KARYS,0,5
KASANDRA,120,0
KASEY,5,75
KASHIF,0,15
KASIA,55,0
KASIJA,5,0
KASIM,0,145
KASIMIERA,5,0
KASIMIR,0,30
KASIMIRA,40,0
KASPAR,0,10
KASPER,0,20
KASSA,0,5
KASSAM,0,10
KASSANDRA,4670,0
KASSANDRE,450,10
KASSEEM,0,5
KASSEM,0,185
KASSENDRA,10,0
KASSI,15,30
KASSIA,145,0
KASSIAN,0,20
KASSIANA,5,0
KASSIDY,430,0
